Lake,Year,Season,n_taxa,n_taxa_listed,group,period,island_oikos,in_oikos_core_19,in_focus_23,match_status,name_display
Congro,2003,Autumn,27,279,phyto,historical,Sao Miguel,True,True,matched,Congro
Congro,2004,Winter,19,279,phyto,historical,Sao Miguel,True,True,matched,Congro
Congro,2004,Spring,23,279,phyto,historical,Sao Miguel,True,True,matched,Congro
Congro,2004,Summer,23,279,phyto,historical,Sao Miguel,True,True,matched,Congro
Congro,2005,Winter,23,279,phyto,historical,Sao Miguel,True,True,matched,Congro
Congro,2005,Summer,17,279,phyto,historical,Sao Miguel,True,True,matched,Congro
Congro,2006,Winter,27,279,phyto,historical,Sao Miguel,True,True,matched,Congro
Congro,2006,Spring,13,279,phyto,historical,Sao Miguel,True,True,matched,Congro
Congro,2006,Summer,18,279,phyto,historical,Sao Miguel,True,True,matched,Congro
Congro,2007,Winter,19,279,phyto,historical,Sao Miguel,True,True,matched,Congro
Congro,2008,Spring,29,279,phyto,historical,Sao Miguel,True,True,matched,Congro
Congro,2008,Summer,17,279,phyto,historical,Sao Miguel,True,True,matched,Congro
Congro,2008,Autumn,24,279,phyto,historical,Sao Miguel,True,True,matched,Congro
Congro,2009,Winter,20,279,phyto,historical,Sao Miguel,True,True,matched,Congro
Congro,2009,Summer,24,279,phyto,historical,Sao Miguel,True,True,matched,Congro
Congro,2010,Winter,21,279,phyto,historical,Sao Miguel,True,True,matched,Congro
Congro,2010,Spring,26,279,phyto,historical,Sao Miguel,True,True,matched,Congro
Congro,2010,Summer,21,279,phyto,historical,Sao Miguel,True,True,matched,Congro
Congro,2010,Autumn,27,279,phyto,historical,Sao Miguel,True,True,matched,Congro
Congro,2011,Winter,22,279,phyto,historical,Sao Miguel,True,True,matched,Congro
Congro,2011,Spring,9,279,phyto,historical,Sao Miguel,True,True,matched,Congro
Congro,2011,Summer,16,279,phyto,historical,Sao Miguel,True,True,matched,Congro
Congro,2011,Autumn,18,279,phyto,historical,Sao Miguel,True,True,matched,Congro
Congro,2012,Winter,15,279,phyto,historical,Sao Miguel,True,True,matched,Congro
Congro,2012,Spring,17,279,phyto,historical,Sao Miguel,True,True,matched,Congro
Congro,2012,Summer,19,279,phyto,historical,Sao Miguel,True,True,matched,Congro
Congro,2012,Autumn,25,279,phyto,historical,Sao Miguel,True,True,matched,Congro
Congro,2018,Winter,23,,phyto,2018,Sao Miguel,True,True,matched,Congro
Congro,2018,Spring,15,,phyto,2018,Sao Miguel,True,True,matched,Congro
Congro,2018,Summer,18,,phyto,2018,Sao Miguel,True,True,matched,Congro
Congro,2018,Autumn,23,,phyto,2018,Sao Miguel,True,True,matched,Congro
Congro,2024,Winter,12,,phyto,2024,Sao Miguel,True,True,matched,Congro
Congro,2024,Spring,18,,phyto,2024,Sao Miguel,True,True,matched,Congro
Congro,2024,Summer,9,,phyto,2024,Sao Miguel,True,True,matched,Congro
Congro,2024,Autumn,8,,phyto,2024,Sao Miguel,True,True,matched,Congro
Congro,2025,Winter,7,,phyto,2025,Sao Miguel,True,True,matched,Congro
Congro,2025,Spring,7,,phyto,2025,Sao Miguel,True,True,matched,Congro
Congro,2025,Summer,9,,phyto,2025,Sao Miguel,True,True,matched,Congro
Congro,2025,Autumn,6,,phyto,2025,Sao Miguel,True,True,matched,Congro
Congro,2024,Winter,16,,phyto_incl_bacillariophyta,2024,Sao Miguel,True,True,matched,Congro
Congro,2024,Spring,23,,phyto_incl_bacillariophyta,2024,Sao Miguel,True,True,matched,Congro
Congro,2024,Summer,11,,phyto_incl_bacillariophyta,2024,Sao Miguel,True,True,matched,Congro
Congro,2024,Autumn,10,,phyto_incl_bacillariophyta,2024,Sao Miguel,True,True,matched,Congro
Congro,2025,Winter,11,,phyto_incl_bacillariophyta,2025,Sao Miguel,True,True,matched,Congro
Congro,2025,Spring,8,,phyto_incl_bacillariophyta,2025,Sao Miguel,True,True,matched,Congro
Congro,2025,Summer,11,,phyto_incl_bacillariophyta,2025,Sao Miguel,True,True,matched,Congro
Congro,2025,Autumn,6,,phyto_incl_bacillariophyta,2025,Sao Miguel,True,True,matched,Congro
Congro,2011,Summer,5,110,zoo,historical,Sao Miguel,True,True,matched,Congro
Congro,2011,Autumn,11,110,zoo,historical,Sao Miguel,True,True,matched,Congro
Congro,2012,Winter,8,110,zoo,historical,Sao Miguel,True,True,matched,Congro
Congro,2012,Spring,12,110,zoo,historical,Sao Miguel,True,True,matched,Congro
Congro,2025,Spring,6,,zoo,2025,Sao Miguel,True,True,matched,Congro
Empadadas Norte,2003,Autumn,42,412,diatom,historical,Sao Miguel,True,True,matched,Empadadas Norte
Empadadas Norte,2004,Winter,36,412,diatom,historical,Sao Miguel,True,True,matched,Empadadas Norte
Empadadas Norte,2004,Summer,37,412,diatom,historical,Sao Miguel,True,True,matched,Empadadas Norte
Empadadas Norte,2005,Winter,38,412,diatom,historical,Sao Miguel,True,True,matched,Empadadas Norte
Empadadas Norte,2005,Summer,38,412,diatom,historical,Sao Miguel,True,True,matched,Empadadas Norte
Empadadas Norte,2006,Spring,28,412,diatom,historical,Sao Miguel,True,True,matched,Empadadas Norte
Empadadas Norte,2006,Summer,40,412,diatom,historical,Sao Miguel,True,True,matched,Empadadas Norte
Empadadas Norte,2007,Winter,45,412,diatom,historical,Sao Miguel,True,True,matched,Empadadas Norte
Empadadas Norte,2008,Winter,37,412,diatom,historical,Sao Miguel,True,True,matched,Empadadas Norte
Empadadas Norte,2008,Spring,39,412,diatom,historical,Sao Miguel,True,True,matched,Empadadas Norte
Empadadas Norte,2008,Autumn,38,412,diatom,historical,Sao Miguel,True,True,matched,Empadadas Norte
Empadadas Norte,2009,Winter,42,412,diatom,historical,Sao Miguel,True,True,matched,Empadadas Norte
Empadadas Norte,2009,Autumn,10,412,diatom,historical,Sao Miguel,True,True,matched,Empadadas Norte
Empadadas Norte,2010,Winter,21,412,diatom,historical,Sao Miguel,True,True,matched,Empadadas Norte
Empadadas Norte,2010,Summer,41,412,diatom,historical,Sao Miguel,True,True,matched,Empadadas Norte
Empadadas Norte,2010,Autumn,36,412,diatom,historical,Sao Miguel,True,True,matched,Empadadas Norte
Empadadas Norte,2011,Winter,43,412,diatom,historical,Sao Miguel,True,True,matched,Empadadas Norte
Empadadas Norte,2011,Spring,29,412,diatom,historical,Sao Miguel,True,True,matched,Empadadas Norte
Empadadas Norte,2011,Summer,39,412,diatom,historical,Sao Miguel,True,True,matched,Empadadas Norte
Empadadas Norte,2011,Autumn,41,412,diatom,historical,Sao Miguel,True,True,matched,Empadadas Norte
Empadadas Norte,2012,Winter,34,412,diatom,historical,Sao Miguel,True,True,matched,Empadadas Norte
Empadadas Norte,2012,Spring,44,412,diatom,historical,Sao Miguel,True,True,matched,Empadadas Norte
Empadadas Norte,2012,Summer,38,412,diatom,historical,Sao Miguel,True,True,matched,Empadadas Norte
Empadadas Norte,2012,Autumn,35,412,diatom,historical,Sao Miguel,True,True,matched,Empadadas Norte
Empadadas Norte,2015,Autumn,31,,diatom,2015,Sao Miguel,True,True,matched,Empadadas Norte
Empadadas Norte,2016,Winter,32,,diatom,2016,Sao Miguel,True,True,matched,Empadadas Norte
Empadadas Norte,2016,Spring,35,,diatom,2016,Sao Miguel,True,True,matched,Empadadas Norte
Empadadas Norte,2016,Autumn,21,,diatom,2016,Sao Miguel,True,True,matched,Empadadas Norte
Empadadas Norte,2016,Autumn,27,,diatom,2016,Sao Miguel,True,True,matched,Empadadas Norte
Empadadas Norte,2017,Autumn,26,,diatom,2017_2018,Sao Miguel,True,True,matched,Empadadas Norte
Empadadas Norte,2018,Winter,26,,diatom,2017_2018,Sao Miguel,True,True,matched,Empadadas Norte
Empadadas Norte,2018,Spring,25,,diatom,2017_2018,Sao Miguel,True,True,matched,Empadadas Norte
Empadadas Norte,2018,Summer,16,,diatom,2017_2018,Sao Miguel,True,True,matched,Empadadas Norte
Empadadas Norte,2024,Winter,41,,diatom,2024,Sao Miguel,True,True,matched,Empadadas Norte
Empadadas Norte,2024,Spring,20,,diatom,2024,Sao Miguel,True,True,matched,Empadadas Norte
Empadadas Norte,2024,Summer,31,,diatom,2024,Sao Miguel,True,True,matched,Empadadas Norte
Empadadas Norte,2024,Autumn,33,,diatom,2024,Sao Miguel,True,True,matched,Empadadas Norte
Empadadas Norte,2025,Winter,25,,diatom,2025,Sao Miguel,True,True,matched,Empadadas Norte
Empadadas Norte,2025,Spring,30,,diatom,2025,Sao Miguel,True,True,matched,Empadadas Norte
Empadadas Norte,2025,Summer,24,,diatom,2025,Sao Miguel,True,True,matched,Empadadas Norte
Empadadas Norte,2025,Autumn,21,,diatom,2025,Sao Miguel,True,True,matched,Empadadas Norte
Empadadas Norte,2003,Autumn,1,156,macro,historical,Sao Miguel,True,True,matched,Empadadas Norte
Empadadas Norte,2004,Winter,9,156,macro,historical,Sao Miguel,True,True,matched,Empadadas Norte
Empadadas Norte,2004,Spring,6,156,macro,historical,Sao Miguel,True,True,matched,Empadadas Norte
Empadadas Norte,2004,Summer,8,156,macro,historical,Sao Miguel,True,True,matched,Empadadas Norte
Empadadas Norte,2005,Winter,4,156,macro,historical,Sao Miguel,True,True,matched,Empadadas Norte
Empadadas Norte,2005,Summer,5,156,macro,historical,Sao Miguel,True,True,matched,Empadadas Norte
Empadadas Norte,2006,Winter,4,156,macro,historical,Sao Miguel,True,True,matched,Empadadas Norte
Empadadas Norte,2006,Spring,6,156,macro,historical,Sao Miguel,True,True,matched,Empadadas Norte
Empadadas Norte,2008,Winter,4,156,macro,historical,Sao Miguel,True,True,matched,Empadadas Norte
Empadadas Norte,2008,Spring,7,156,macro,historical,Sao Miguel,True,True,matched,Empadadas Norte
Empadadas Norte,2008,Summer,10,156,macro,historical,Sao Miguel,True,True,matched,Empadadas Norte
Empadadas Norte,2008,Autumn,4,156,macro,historical,Sao Miguel,True,True,matched,Empadadas Norte
Empadadas Norte,2009,Winter,4,156,macro,historical,Sao Miguel,True,True,matched,Empadadas Norte
Empadadas Norte,2009,Summer,1,156,macro,historical,Sao Miguel,True,True,matched,Empadadas Norte
Empadadas Norte,2010,Winter,2,156,macro,historical,Sao Miguel,True,True,matched,Empadadas Norte
Empadadas Norte,2010,Spring,2,156,macro,historical,Sao Miguel,True,True,matched,Empadadas Norte
Empadadas Norte,2010,Summer,1,156,macro,historical,Sao Miguel,True,True,matched,Empadadas Norte
Empadadas Norte,2010,Autumn,2,156,macro,historical,Sao Miguel,True,True,matched,Empadadas Norte
Empadadas Norte,2011,Winter,3,156,macro,historical,Sao Miguel,True,True,matched,Empadadas Norte
Empadadas Norte,2011,Spring,4,156,macro,historical,Sao Miguel,True,True,matched,Empadadas Norte
Empadadas Norte,2011,Summer,2,156,macro,historical,Sao Miguel,True,True,matched,Empadadas Norte
Empadadas Norte,2011,Autumn,2,156,macro,historical,Sao Miguel,True,True,matched,Empadadas Norte
Empadadas Norte,2012,Winter,2,156,macro,historical,Sao Miguel,True,True,matched,Empadadas Norte
Empadadas Norte,2012,Spring,7,156,macro,historical,Sao Miguel,True,True,matched,Empadadas Norte
Empadadas Norte,2012,Summer,2,156,macro,historical,Sao Miguel,True,True,matched,Empadadas Norte
Empadadas Norte,2012,Autumn,3,156,macro,historical,Sao Miguel,True,True,matched,Empadadas Norte
Empadadas Norte,2018,Spring,10,121.0,macro,2018,Sao Miguel,True,True,matched,Empadadas Norte
Empadadas Norte,2024,Winter,7,,macro,2024,Sao Miguel,True,True,matched,Empadadas Norte
Empadadas Norte,2024,Spring,15,,macro,2024,Sao Miguel,True,True,matched,Empadadas Norte
Empadadas Norte,2024,Summer,9,,macro,2024,Sao Miguel,True,True,matched,Empadadas Norte
Empadadas Norte,2024,Autumn,9,,macro,2024,Sao Miguel,True,True,matched,Empadadas Norte
Empadadas Norte,2025,Winter,7,,macro,2025,Sao Miguel,True,True,matched,Empadadas Norte
Empadadas Norte,2025,Spring,9,,macro,2025,Sao Miguel,True,True,matched,Empadadas Norte
Empadadas Norte,2025,Summer,9,,macro,2025,Sao Miguel,True,True,matched,Empadadas Norte
Empadadas Norte,2025,Autumn,11,,macro,2025,Sao Miguel,True,True,matched,Empadadas Norte
Empadadas Norte,2008,Spring,5,127,macrophyte,historical,Sao Miguel,True,True,matched,Empadadas Norte
Empadadas Norte,2010,Spring,3,127,macrophyte,historical,Sao Miguel,True,True,matched,Empadadas Norte
Empadadas Norte,2011,Spring,5,127,macrophyte,historical,Sao Miguel,True,True,matched,Empadadas Norte
Empadadas Norte,2012,Summer,6,127,macrophyte,historical,Sao Miguel,True,True,matched,Empadadas Norte
Empadadas Norte,2003,Autumn,30,279,phyto,historical,Sao Miguel,True,True,matched,Empadadas Norte
Empadadas Norte,2004,Winter,24,279,phyto,historical,Sao Miguel,True,True,matched,Empadadas Norte
Empadadas Norte,2004,Spring,24,279,phyto,historical,Sao Miguel,True,True,matched,Empadadas Norte
Empadadas Norte,2004,Summer,26,279,phyto,historical,Sao Miguel,True,True,matched,Empadadas Norte
Empadadas Norte,2005,Winter,31,279,phyto,historical,Sao Miguel,True,True,matched,Empadadas Norte
Empadadas Norte,2005,Summer,22,279,phyto,historical,Sao Miguel,True,True,matched,Empadadas Norte
Empadadas Norte,2006,Winter,25,279,phyto,historical,Sao Miguel,True,True,matched,Empadadas Norte
Empadadas Norte,2006,Spring,19,279,phyto,historical,Sao Miguel,True,True,matched,Empadadas Norte
Empadadas Norte,2007,Winter,17,279,phyto,historical,Sao Miguel,True,True,matched,Empadadas Norte
Empadadas Norte,2008,Winter,24,279,phyto,historical,Sao Miguel,True,True,matched,Empadadas Norte
Empadadas Norte,2008,Spring,29,279,phyto,historical,Sao Miguel,True,True,matched,Empadadas Norte
Empadadas Norte,2008,Summer,31,279,phyto,historical,Sao Miguel,True,True,matched,Empadadas Norte
Empadadas Norte,2008,Autumn,30,279,phyto,historical,Sao Miguel,True,True,matched,Empadadas Norte
Empadadas Norte,2009,Winter,25,279,phyto,historical,Sao Miguel,True,True,matched,Empadadas Norte
Empadadas Norte,2009,Summer,24,279,phyto,historical,Sao Miguel,True,True,matched,Empadadas Norte
Empadadas Norte,2010,Winter,29,279,phyto,historical,Sao Miguel,True,True,matched,Empadadas Norte
Empadadas Norte,2010,Spring,23,279,phyto,historical,Sao Miguel,True,True,matched,Empadadas Norte
Empadadas Norte,2010,Summer,23,279,phyto,historical,Sao Miguel,True,True,matched,Empadadas Norte
Empadadas Norte,2010,Autumn,22,279,phyto,historical,Sao Miguel,True,True,matched,Empadadas Norte
Empadadas Norte,2011,Winter,22,279,phyto,historical,Sao Miguel,True,True,matched,Empadadas Norte
Empadadas Norte,2011,Spring,25,279,phyto,historical,Sao Miguel,True,True,matched,Empadadas Norte
Empadadas Norte,2011,Summer,24,279,phyto,historical,Sao Miguel,True,True,matched,Empadadas Norte
Empadadas Norte,2011,Autumn,18,279,phyto,historical,Sao Miguel,True,True,matched,Empadadas Norte
Empadadas Norte,2012,Winter,24,279,phyto,historical,Sao Miguel,True,True,matched,Empadadas Norte
Empadadas Norte,2012,Spring,25,279,phyto,historical,Sao Miguel,True,True,matched,Empadadas Norte
Empadadas Norte,2012,Summer,26,279,phyto,historical,Sao Miguel,True,True,matched,Empadadas Norte
Empadadas Norte,2012,Autumn,29,279,phyto,historical,Sao Miguel,True,True,matched,Empadadas Norte
Empadadas Norte,2018,Winter,27,,phyto,2018,Sao Miguel,True,True,matched,Empadadas Norte
Empadadas Norte,2018,Spring,25,,phyto,2018,Sao Miguel,True,True,matched,Empadadas Norte
Empadadas Norte,2018,Summer,16,,phyto,2018,Sao Miguel,True,True,matched,Empadadas Norte
Empadadas Norte,2018,Autumn,17,,phyto,2018,Sao Miguel,True,True,matched,Empadadas Norte
Empadadas Norte,2024,Winter,16,,phyto,2024,Sao Miguel,True,True,matched,Empadadas Norte
Empadadas Norte,2024,Spring,19,,phyto,2024,Sao Miguel,True,True,matched,Empadadas Norte
Empadadas Norte,2024,Summer,10,,phyto,2024,Sao Miguel,True,True,matched,Empadadas Norte
Empadadas Norte,2024,Autumn,13,,phyto,2024,Sao Miguel,True,True,matched,Empadadas Norte
Empadadas Norte,2025,Winter,11,,phyto,2025,Sao Miguel,True,True,matched,Empadadas Norte
Empadadas Norte,2025,Spring,7,,phyto,2025,Sao Miguel,True,True,matched,Empadadas Norte
Empadadas Norte,2025,Summer,9,,phyto,2025,Sao Miguel,True,True,matched,Empadadas Norte
Empadadas Norte,2025,Autumn,9,,phyto,2025,Sao Miguel,True,True,matched,Empadadas Norte
Empadadas Norte,2024,Winter,19,,phyto_incl_bacillariophyta,2024,Sao Miguel,True,True,matched,Empadadas Norte
Empadadas Norte,2024,Spring,22,,phyto_incl_bacillariophyta,2024,Sao Miguel,True,True,matched,Empadadas Norte
Empadadas Norte,2024,Summer,11,,phyto_incl_bacillariophyta,2024,Sao Miguel,True,True,matched,Empadadas Norte
Empadadas Norte,2024,Autumn,14,,phyto_incl_bacillariophyta,2024,Sao Miguel,True,True,matched,Empadadas Norte
Empadadas Norte,2025,Winter,14,,phyto_incl_bacillariophyta,2025,Sao Miguel,True,True,matched,Empadadas Norte
Empadadas Norte,2025,Spring,9,,phyto_incl_bacillariophyta,2025,Sao Miguel,True,True,matched,Empadadas Norte
Empadadas Norte,2025,Summer,12,,phyto_incl_bacillariophyta,2025,Sao Miguel,True,True,matched,Empadadas Norte
Empadadas Norte,2025,Autumn,12,,phyto_incl_bacillariophyta,2025,Sao Miguel,True,True,matched,Empadadas Norte
Empadadas Norte,2011,Summer,13,110,zoo,historical,Sao Miguel,True,True,matched,Empadadas Norte
Empadadas Norte,2025,Spring,2,,zoo,2025,Sao Miguel,True,True,matched,Empadadas Norte
Empadadas Sul,2003,Autumn,32,412,diatom,historical,Sao Miguel,True,True,matched,Empadadas Sul
Empadadas Sul,2004,Winter,35,412,diatom,historical,Sao Miguel,True,True,matched,Empadadas Sul
Empadadas Sul,2004,Spring,26,412,diatom,historical,Sao Miguel,True,True,matched,Empadadas Sul
Empadadas Sul,2004,Summer,31,412,diatom,historical,Sao Miguel,True,True,matched,Empadadas Sul
Empadadas Sul,2005,Winter,21,412,diatom,historical,Sao Miguel,True,True,matched,Empadadas Sul
Empadadas Sul,2005,Summer,17,412,diatom,historical,Sao Miguel,True,True,matched,Empadadas Sul
Empadadas Sul,2006,Winter,22,412,diatom,historical,Sao Miguel,True,True,matched,Empadadas Sul
Empadadas Sul,2006,Spring,27,412,diatom,historical,Sao Miguel,True,True,matched,Empadadas Sul
Empadadas Sul,2006,Summer,18,412,diatom,historical,Sao Miguel,True,True,matched,Empadadas Sul
Empadadas Sul,2007,Winter,31,412,diatom,historical,Sao Miguel,True,True,matched,Empadadas Sul
Empadadas Sul,2008,Winter,20,412,diatom,historical,Sao Miguel,True,True,matched,Empadadas Sul
Empadadas Sul,2008,Spring,24,412,diatom,historical,Sao Miguel,True,True,matched,Empadadas Sul
Empadadas Sul,2008,Summer,21,412,diatom,historical,Sao Miguel,True,True,matched,Empadadas Sul
Empadadas Sul,2008,Autumn,17,412,diatom,historical,Sao Miguel,True,True,matched,Empadadas Sul
Empadadas Sul,2009,Winter,24,412,diatom,historical,Sao Miguel,True,True,matched,Empadadas Sul
Empadadas Sul,2009,Autumn,33,412,diatom,historical,Sao Miguel,True,True,matched,Empadadas Sul
Empadadas Sul,2010,Winter,33,412,diatom,historical,Sao Miguel,True,True,matched,Empadadas Sul
Empadadas Sul,2010,Spring,35,412,diatom,historical,Sao Miguel,True,True,matched,Empadadas Sul
Empadadas Sul,2010,Summer,29,412,diatom,historical,Sao Miguel,True,True,matched,Empadadas Sul
Empadadas Sul,2010,Autumn,24,412,diatom,historical,Sao Miguel,True,True,matched,Empadadas Sul
Empadadas Sul,2011,Winter,23,412,diatom,historical,Sao Miguel,True,True,matched,Empadadas Sul
Empadadas Sul,2011,Spring,23,412,diatom,historical,Sao Miguel,True,True,matched,Empadadas Sul
Empadadas Sul,2011,Summer,21,412,diatom,historical,Sao Miguel,True,True,matched,Empadadas Sul
Empadadas Sul,2011,Autumn,23,412,diatom,historical,Sao Miguel,True,True,matched,Empadadas Sul
Empadadas Sul,2012,Winter,31,412,diatom,historical,Sao Miguel,True,True,matched,Empadadas Sul
Empadadas Sul,2012,Spring,19,412,diatom,historical,Sao Miguel,True,True,matched,Empadadas Sul
Empadadas Sul,2012,Summer,21,412,diatom,historical,Sao Miguel,True,True,matched,Empadadas Sul
Empadadas Sul,2012,Autumn,35,412,diatom,historical,Sao Miguel,True,True,matched,Empadadas Sul
Empadadas Sul,2015,Autumn,30,,diatom,2015,Sao Miguel,True,True,matched,Empadadas Sul
Empadadas Sul,2016,Winter,30,,diatom,2016,Sao Miguel,True,True,matched,Empadadas Sul
Empadadas Sul,2016,Spring,30,,diatom,2016,Sao Miguel,True,True,matched,Empadadas Sul
Empadadas Sul,2016,Autumn,28,,diatom,2016,Sao Miguel,True,True,matched,Empadadas Sul
Empadadas Sul,2016,Autumn,33,,diatom,2016,Sao Miguel,True,True,matched,Empadadas Sul
Empadadas Sul,2017,Autumn,27,,diatom,2017_2018,Sao Miguel,True,True,matched,Empadadas Sul
Empadadas Sul,2018,Winter,26,,diatom,2017_2018,Sao Miguel,True,True,matched,Empadadas Sul
Empadadas Sul,2018,Spring,35,,diatom,2017_2018,Sao Miguel,True,True,matched,Empadadas Sul
Empadadas Sul,2018,Summer,26,,diatom,2017_2018,Sao Miguel,True,True,matched,Empadadas Sul
Empadadas Sul,2024,Winter,22,,diatom,2024,Sao Miguel,True,True,matched,Empadadas Sul
Empadadas Sul,2024,Spring,31,,diatom,2024,Sao Miguel,True,True,matched,Empadadas Sul
Empadadas Sul,2024,Summer,28,,diatom,2024,Sao Miguel,True,True,matched,Empadadas Sul
Empadadas Sul,2024,Autumn,29,,diatom,2024,Sao Miguel,True,True,matched,Empadadas Sul
Empadadas Sul,2025,Winter,36,,diatom,2025,Sao Miguel,True,True,matched,Empadadas Sul
Empadadas Sul,2025,Spring,36,,diatom,2025,Sao Miguel,True,True,matched,Empadadas Sul
Empadadas Sul,2025,Summer,26,,diatom,2025,Sao Miguel,True,True,matched,Empadadas Sul
Empadadas Sul,2025,Autumn,25,,diatom,2025,Sao Miguel,True,True,matched,Empadadas Sul
Empadadas Sul,2003,Autumn,3,156,macro,historical,Sao Miguel,True,True,matched,Empadadas Sul
Empadadas Sul,2004,Winter,2,156,macro,historical,Sao Miguel,True,True,matched,Empadadas Sul
Empadadas Sul,2004,Spring,2,156,macro,historical,Sao Miguel,True,True,matched,Empadadas Sul
Empadadas Sul,2004,Summer,2,156,macro,historical,Sao Miguel,True,True,matched,Empadadas Sul
Empadadas Sul,2005,Winter,14,156,macro,historical,Sao Miguel,True,True,matched,Empadadas Sul
Empadadas Sul,2005,Summer,4,156,macro,historical,Sao Miguel,True,True,matched,Empadadas Sul
Empadadas Sul,2006,Spring,7,156,macro,historical,Sao Miguel,True,True,matched,Empadadas Sul
Empadadas Sul,2008,Winter,8,156,macro,historical,Sao Miguel,True,True,matched,Empadadas Sul
Empadadas Sul,2008,Spring,10,156,macro,historical,Sao Miguel,True,True,matched,Empadadas Sul
Empadadas Sul,2008,Summer,11,156,macro,historical,Sao Miguel,True,True,matched,Empadadas Sul
Empadadas Sul,2008,Autumn,9,156,macro,historical,Sao Miguel,True,True,matched,Empadadas Sul
Empadadas Sul,2009,Winter,15,156,macro,historical,Sao Miguel,True,True,matched,Empadadas Sul
Empadadas Sul,2009,Summer,6,156,macro,historical,Sao Miguel,True,True,matched,Empadadas Sul
Empadadas Sul,2010,Winter,7,156,macro,historical,Sao Miguel,True,True,matched,Empadadas Sul
Empadadas Sul,2010,Spring,5,156,macro,historical,Sao Miguel,True,True,matched,Empadadas Sul
Empadadas Sul,2010,Summer,9,156,macro,historical,Sao Miguel,True,True,matched,Empadadas Sul
Empadadas Sul,2010,Autumn,9,156,macro,historical,Sao Miguel,True,True,matched,Empadadas Sul
Empadadas Sul,2011,Winter,13,156,macro,historical,Sao Miguel,True,True,matched,Empadadas Sul
Empadadas Sul,2011,Spring,7,156,macro,historical,Sao Miguel,True,True,matched,Empadadas Sul
Empadadas Sul,2011,Summer,8,156,macro,historical,Sao Miguel,True,True,matched,Empadadas Sul
Empadadas Sul,2011,Autumn,7,156,macro,historical,Sao Miguel,True,True,matched,Empadadas Sul
Empadadas Sul,2012,Winter,6,156,macro,historical,Sao Miguel,True,True,matched,Empadadas Sul
Empadadas Sul,2012,Spring,5,156,macro,historical,Sao Miguel,True,True,matched,Empadadas Sul
Empadadas Sul,2012,Summer,7,156,macro,historical,Sao Miguel,True,True,matched,Empadadas Sul
Empadadas Sul,2012,Autumn,5,156,macro,historical,Sao Miguel,True,True,matched,Empadadas Sul
Empadadas Sul,2018,Spring,16,121.0,macro,2018,Sao Miguel,True,True,matched,Empadadas Sul
Empadadas Sul,2024,Winter,16,,macro,2024,Sao Miguel,True,True,matched,Empadadas Sul
Empadadas Sul,2024,Spring,10,,macro,2024,Sao Miguel,True,True,matched,Empadadas Sul
Empadadas Sul,2024,Summer,6,,macro,2024,Sao Miguel,True,True,matched,Empadadas Sul
Empadadas Sul,2024,Autumn,6,,macro,2024,Sao Miguel,True,True,matched,Empadadas Sul
Empadadas Sul,2025,Winter,13,,macro,2025,Sao Miguel,True,True,matched,Empadadas Sul
Empadadas Sul,2025,Spring,14,,macro,2025,Sao Miguel,True,True,matched,Empadadas Sul
Empadadas Sul,2025,Summer,12,,macro,2025,Sao Miguel,True,True,matched,Empadadas Sul
Empadadas Sul,2025,Autumn,7,,macro,2025,Sao Miguel,True,True,matched,Empadadas Sul
Empadadas Sul,2008,Spring,8,127,macrophyte,historical,Sao Miguel,True,True,matched,Empadadas Sul
Empadadas Sul,2010,Spring,9,127,macrophyte,historical,Sao Miguel,True,True,matched,Empadadas Sul
Empadadas Sul,2011,Spring,8,127,macrophyte,historical,Sao Miguel,True,True,matched,Empadadas Sul
Empadadas Sul,2012,Summer,10,127,macrophyte,historical,Sao Miguel,True,True,matched,Empadadas Sul
Empadadas Sul,2003,Autumn,32,279,phyto,historical,Sao Miguel,True,True,matched,Empadadas Sul
Empadadas Sul,2004,Winter,29,279,phyto,historical,Sao Miguel,True,True,matched,Empadadas Sul
Empadadas Sul,2004,Spring,30,279,phyto,historical,Sao Miguel,True,True,matched,Empadadas Sul
Empadadas Sul,2004,Summer,36,279,phyto,historical,Sao Miguel,True,True,matched,Empadadas Sul
Empadadas Sul,2005,Winter,31,279,phyto,historical,Sao Miguel,True,True,matched,Empadadas Sul
Empadadas Sul,2005,Summer,35,279,phyto,historical,Sao Miguel,True,True,matched,Empadadas Sul
Empadadas Sul,2006,Winter,36,279,phyto,historical,Sao Miguel,True,True,matched,Empadadas Sul
Empadadas Sul,2006,Spring,23,279,phyto,historical,Sao Miguel,True,True,matched,Empadadas Sul
Empadadas Sul,2007,Winter,28,279,phyto,historical,Sao Miguel,True,True,matched,Empadadas Sul
Empadadas Sul,2008,Winter,35,279,phyto,historical,Sao Miguel,True,True,matched,Empadadas Sul
Empadadas Sul,2008,Spring,32,279,phyto,historical,Sao Miguel,True,True,matched,Empadadas Sul
Empadadas Sul,2008,Summer,27,279,phyto,historical,Sao Miguel,True,True,matched,Empadadas Sul
Empadadas Sul,2008,Autumn,29,279,phyto,historical,Sao Miguel,True,True,matched,Empadadas Sul
Empadadas Sul,2009,Winter,24,279,phyto,historical,Sao Miguel,True,True,matched,Empadadas Sul
Empadadas Sul,2009,Summer,26,279,phyto,historical,Sao Miguel,True,True,matched,Empadadas Sul
Empadadas Sul,2010,Winter,34,279,phyto,historical,Sao Miguel,True,True,matched,Empadadas Sul
Empadadas Sul,2010,Spring,27,279,phyto,historical,Sao Miguel,True,True,matched,Empadadas Sul
